Case_ID,Load_Position_X_m,Applied_Node_ID,Load_Magnitude_N,Max_Deformation_m
1688,1.69,429,7800.0,5.226508543713711e-06
1689,1.69,429,8900.0,5.96358026134584e-06
1690,1.69,429,10000.0,6.7006519791045015e-06
1691,1.7,429,100.0,6.700651979104942e-08
1692,1.7,429,1200.0,8.040782374925444e-07
1693,1.7,429,2300.0,1.541149955189675e-06
1694,1.7,429,3400.0,2.278221672895817e-06
1695,1.7,429,4500.0,3.0152933905974e-06
1696,1.7,429,5600.0,3.752365108286424e-06
1697,1.7,429,6700.0,4.48943682600044e-06
1698,1.7,429,7800.0,5.226508543717572e-06
1699,1.7,429,8900.0,5.963580261385491e-06
1700,1.7,429,10000.0,6.7006519791032665e-06
1701,1.71,429,100.0,6.700651979113128e-08
1702,1.71,429,1200.0,8.040782374927223e-07
1703,1.71,429,2300.0,1.541149955183563e-06
1704,1.71,429,3400.0,2.2782216728959558e-06
1705,1.71,429,4500.0,3.0152933905971126e-06
1706,1.71,429,5600.0,3.752365108299099e-06
1707,1.71,429,6700.0,4.48943682597491e-06
1708,1.71,429,7800.0,5.226508543705232e-06
1709,1.71,429,8900.0,5.963580261403653e-06
1710,1.71,429,10000.0,6.700651979101339e-06
1711,1.72,429,100.0,6.70065197910532e-08
1712,1.72,429,1200.0,8.040782374894188e-07
1713,1.72,429,2300.0,1.5411499551943015e-06
1714,1.72,429,3400.0,2.2782216728955937e-06
1715,1.72,429,4500.0,3.015293390596786e-06
1716,1.72,429,5600.0,3.752365108313642e-06
1717,1.72,429,6700.0,4.489436826008978e-06
1718,1.72,429,7800.0,5.226508543710101e-06
1719,1.72,429,8900.0,5.963580261403736e-06
1720,1.72,429,10000.0,6.700651979104527e-06
1721,1.73,429,100.0,6.700651979105459e-08
1722,1.73,429,1200.0,8.040782374927565e-07
1723,1.73,429,2300.0,1.5411499551942249e-06
1724,1.73,429,3400.0,2.2782216728866875e-06
1725,1.73,429,4500.0,3.015293390593067e-06
1726,1.73,429,5600.0,3.752365108298669e-06
1727,1.73,429,6700.0,4.489436826000401e-06
1728,1.73,429,7800.0,5.226508543701992e-06
1729,1.73,429,8900.0,5.963580261363943e-06
1730,1.73,429,10000.0,6.7006519791094126e-06
1731,1.74,429,100.0,6.700651979104942e-08
1732,1.74,429,1200.0,8.040782374926096e-07
1733,1.74,429,2300.0,1.5411499551941546e-06
1734,1.74,429,3400.0,2.2782216728955937e-06
1735,1.74,429,4500.0,3.01529339060087e-06
1736,1.74,429,5600.0,3.7523651082841337e-06
1737,1.74,429,6700.0,4.489436826000436e-06
1738,1.74,429,7800.0,5.226508543701098e-06
1739,1.74,429,8900.0,5.963580261395582e-06
1740,1.74,429,10000.0,6.700651979088675e-06
1741,1.75,433,100.0,1.1520898309290543e-07
1742,1.75,433,1200.0,1.3825077971131832e-06
1743,1.75,433,2300.0,2.6498066111363477e-06
1744,1.75,433,3400.0,3.917105425160387e-06
1745,1.75,433,4500.0,5.184404239161767e-06
1746,1.75,433,5600.0,6.451703053167126e-06
1747,1.75,433,6700.0,7.719001867216786e-06
1748,1.75,433,7800.0,8.986300681242522e-06
1749,1.75,433,8900.0,1.0253599495285762e-05
1750,1.75,433,10000.0,1.1520898309208672e-05
1751,1.76,433,100.0,1.1520898309276905e-07
1752,1.76,433,1200.0,1.38250779711457e-06
1753,1.76,433,2300.0,2.6498066111409217e-06
1754,1.76,433,3400.0,3.917105425154663e-06
1755,1.76,433,4500.0,5.184404239191658e-06
1756,1.76,433,5600.0,6.451703053193479e-06
1757,1.76,433,6700.0,7.719001867244847e-06
1758,1.76,433,7800.0,8.986300681215301e-06
1759,1.76,433,8900.0,1.0253599495251779e-05
1760,1.76,433,10000.0,1.15208983092863e-05
1761,1.77,433,100.0,1.1520898309320479e-07
1762,1.77,433,1200.0,1.3825077971115713e-06
1763,1.77,433,2300.0,2.6498066111222073e-06
1764,1.77,433,3400.0,3.917105425157763e-06
1765,1.77,433,4500.0,5.184404239179065e-06
1766,1.77,433,5600.0,6.451703053200059e-06
1767,1.77,433,6700.0,7.719001867222992e-06
1768,1.77,433,7800.0,8.986300681243718e-06
1769,1.77,433,8900.0,1.0253599495258841e-05
1770,1.77,433,10000.0,1.1520898309273775e-05
1771,1.78,433,100.0,1.152089830924091e-07
1772,1.78,433,1200.0,1.3825077971076281e-06
1773,1.78,433,2300.0,2.6498066111429656e-06
1774,1.78,433,3400.0,3.917105425157958e-06
1775,1.78,433,4500.0,5.184404239179807e-06
1776,1.78,433,5600.0,6.45170305319052e-06
1777,1.78,433,6700.0,7.719001867220637e-06
1778,1.78,433,7800.0,8.986300681234712e-06
1779,1.78,433,8900.0,1.025359949526486e-05
1780,1.78,433,10000.0,1.152089830928524e-05
1781,1.79,433,100.0,1.1520898309278155e-07
1782,1.79,433,1200.0,1.3825077971143902e-06
1783,1.79,433,2300.0,2.64980661112099e-06
1784,1.79,433,3400.0,3.917105425163659e-06
1785,1.79,433,4500.0,5.184404239185955e-06
1786,1.79,433,5600.0,6.451703053157319e-06
1787,1.79,433,6700.0,7.719001867211023e-06
1788,1.79,433,7800.0,8.986300681252008e-06
1789,1.79,433,8900.0,1.0253599495265252e-05
1790,1.79,433,10000.0,1.1520898309286449e-05
1791,1.8,433,100.0,1.1520898309259036e-07
1792,1.8,433,1200.0,1.3825077971143623e-06
1793,1.8,433,2300.0,2.6498066111359636e-06
1794,1.8,433,3400.0,3.917105425147354e-06
1795,1.8,433,4500.0,5.1844042391784534e-06
1796,1.8,433,5600.0,6.451703053171311e-06
1797,1.8,433,6700.0,7.719001867202655e-06
1798,1.8,433,7800.0,8.986300681230741e-06
1799,1.8,433,8900.0,1.0253599495231963e-05
1800,1.8,433,10000.0,1.1520898309286272e-05
1801,1.81,433,100.0,1.1520898309217794e-07
1802,1.81,433,1200.0,1.3825077971075451e-06
1803,1.81,433,2300.0,2.6498066111274628e-06
1804,1.81,433,3400.0,3.9171054251662e-06
1805,1.81,433,4500.0,5.184404239190956e-06
1806,1.81,433,5600.0,6.451703053210572e-06
1807,1.81,433,6700.0,7.719001867236983e-06
1808,1.81,433,7800.0,8.986300681226911e-06
1809,1.81,433,8900.0,1.0253599495271488e-05
1810,1.81,433,10000.0,1.1520898309287184e-05
1811,1.82,433,100.0,1.1520898309311092e-07
1812,1.82,433,1200.0,1.3825077971145205e-06
1813,1.82,433,2300.0,2.649806611122821e-06
1814,1.82,433,3400.0,3.917105425153213e-06
1815,1.82,433,4500.0,5.1844042391791836e-06
1816,1.82,433,5600.0,6.451703053216627e-06
1817,1.82,433,6700.0,7.719001867244847e-06
1818,1.82,433,7800.0,8.9863006811935e-06
1819,1.82,433,8900.0,1.025359949526459e-05
1820,1.82,433,10000.0,1.1520898309285908e-05
1821,1.83,433,100.0,1.152089830930157e-07
1822,1.83,433,1200.0,1.3825077971143765e-06
1823,1.83,433,2300.0,2.6498066111357273e-06
1824,1.83,433,3400.0,3.917105425157502e-06
1825,1.83,433,4500.0,5.184404239183947e-06
1826,1.83,433,5600.0,6.451703053204569e-06
1827,1.83,433,6700.0,7.719001867189861e-06
1828,1.83,433,7800.0,8.9863006812421e-06
1829,1.83,433,8900.0,1.0253599495253901e-05
1830,1.83,433,10000.0,1.1520898309320648e-05
1831,1.84,433,100.0,1.1520898309284458e-07
1832,1.84,433,1200.0,1.382507797114385e-06
1833,1.84,433,2300.0,2.649806611123903e-06
1834,1.84,433,3400.0,3.917105425157338e-06
1835,1.84,433,4500.0,5.1844042391675165e-06
1836,1.84,433,5600.0,6.451703053193748e-06
1837,1.84,433,6700.0,7.719001867222358e-06
1838,1.84,433,7800.0,8.9863006812435e-06
1839,1.84,433,8900.0,1.0253599495206376e-05
1840,1.84,433,10000.0,1.1520898309288473e-05
1841,1.85,433,100.0,1.1520898309304067e-07
1842,1.85,433,1200.0,1.382507797114416e-06
1843,1.85,433,2300.0,2.649806611123195e-06
1844,1.85,433,3400.0,3.91710542516462e-06
1845,1.85,433,4500.0,5.184404239185893e-06
1846,1.85,433,5600.0,6.451703053181114e-06
1847,1.85,433,6700.0,7.719001867219441e-06
1848,1.85,433,7800.0,8.98630068122335e-06
1849,1.85,433,8900.0,1.025359949521718e-05
1850,1.85,433,10000.0,1.1520898309285857e-05
1851,1.86,433,100.0,1.1520898309289547e-07
1852,1.86,433,1200.0,1.3825077971104282e-06
1853,1.86,433,2300.0,2.6498066111376394e-06
1854,1.86,433,3400.0,3.9171054251627885e-06
1855,1.86,433,4500.0,5.184404239175372e-06
1856,1.86,433,5600.0,6.4517030532006125e-06
1857,1.86,433,6700.0,7.719001867226861e-06
1858,1.86,433,7800.0,8.986300681236169e-06
1859,1.86,433,8900.0,1.0253599495276939e-05
1860,1.86,433,10000.0,1.152089830927165e-05
1861,1.87,433,100.0,1.1520898309251077e-07
1862,1.87,433,1200.0,1.3825077971074473e-06
1863,1.87,433,2300.0,2.6498066111324645e-06
1864,1.87,433,3400.0,3.917105425135929e-06
1865,1.87,433,4500.0,5.184404239172185e-06
1866,1.87,433,5600.0,6.451703053200268e-06
1867,1.87,433,6700.0,7.719001867243261e-06
1868,1.87,433,7800.0,8.98630068124264e-06
1869,1.87,433,8900.0,1.0253599495235995e-05
1870,1.87,433,10000.0,1.1520898309286272e-05
1871,1.88,433,100.0,1.1520898309320275e-07
1872,1.88,433,1200.0,1.3825077971155596e-06
1873,1.88,433,2300.0,2.649806611128186e-06
1874,1.88,433,3400.0,3.917105425157516e-06
1875,1.88,433,4500.0,5.184404239179065e-06
1876,1.88,433,5600.0,6.451703053203858e-06
1877,1.88,433,6700.0,7.719001867222158e-06
1878,1.88,433,7800.0,8.986300681244282e-06
1879,1.88,433,8900.0,1.0253599495267549e-05
1880,1.88,433,10000.0,1.1520898309268178e-05
1881,1.89,433,100.0,1.1520898309308286e-07
1882,1.89,433,1200.0,1.3825077971025726e-06
1883,1.89,433,2300.0,2.6498066111201753e-06
1884,1.89,433,3400.0,3.917105425146403e-06
1885,1.89,433,4500.0,5.184404239178877e-06
1886,1.89,433,5600.0,6.451703053208309e-06
1887,1.89,433,6700.0,7.719001867221779e-06
1888,1.89,433,7800.0,8.986300681243718e-06
1889,1.89,433,8900.0,1.0253599495256443e-05
1890,1.89,433,10000.0,1.1520898309285823e-05
1891,1.9,433,100.0,1.1520898309281734e-07
1892,1.9,433,1200.0,1.3825077971143485e-06
1893,1.9,433,2300.0,2.6498066111323374e-06
1894,1.9,433,3400.0,3.917105425156381e-06
1895,1.9,433,4500.0,5.184404239162517e-06
1896,1.9,433,5600.0,6.451703053192647e-06
1897,1.9,433,6700.0,7.719001867220339e-06
1898,1.9,433,7800.0,8.986300681244475e-06
1899,1.9,433,8900.0,1.02535994952475e-05
1900,1.9,433,10000.0,1.1520898309286526e-05
1901,1.91,433,100.0,1.1520898309286795e-07
1902,1.91,433,1200.0,1.382507797114416e-06
1903,1.91,433,2300.0,2.649806611134033e-06
1904,1.91,433,3400.0,3.917105425152916e-06
1905,1.91,433,4500.0,5.184404239162076e-06
1906,1.91,433,5600.0,6.4517030531779205e-06
1907,1.91,433,6700.0,7.719001867167935e-06
1908,1.91,433,7800.0,8.986300681242972e-06
1909,1.91,433,8900.0,1.025359949527153e-05
1910,1.91,433,10000.0,1.1520898309284792e-05
1911,1.92,433,100.0,1.1520898309286541e-07
1912,1.92,433,1200.0,1.3825077971145058e-06
1913,1.92,433,2300.0,2.6498066111336173e-06
1914,1.92,433,3400.0,3.917105425166162e-06
1915,1.92,433,4500.0,5.184404239179064e-06
1916,1.92,433,5600.0,6.4517030532006125e-06
1917,1.92,433,6700.0,7.719001867214876e-06
1918,1.92,433,7800.0,8.986300681244221e-06
1919,1.92,433,8900.0,1.0253599495258504e-05
1920,1.92,433,10000.0,1.152089830925615e-05
1921,1.93,433,100.0,1.1520898309287371e-07
1922,1.93,433,1200.0,1.3825077971139049e-06
1923,1.93,433,2300.0,2.6498066111372252e-06
1924,1.93,433,3400.0,3.917105425157708e-06
1925,1.93,433,4500.0,5.1844042391794275e-06
1926,1.93,433,5600.0,6.451703053198784e-06
1927,1.93,433,6700.0,7.719001867221123e-06
1928,1.93,433,7800.0,8.986300681254892e-06
1929,1.93,433,8900.0,1.0253599495197176e-05
1930,1.93,433,10000.0,1.1520898309277683e-05
1931,1.94,433,100.0,1.1520898309247996e-07
1932,1.94,433,1200.0,1.382507797114416e-06
1933,1.94,433,2300.0,2.6498066111415976e-06
1934,1.94,433,3400.0,3.917105425144537e-06
1935,1.94,433,4500.0,5.18440423917259e-06
1936,1.94,433,5600.0,6.451703053216441e-06
1937,1.94,433,6700.0,7.719001867222158e-06
1938,1.94,433,7800.0,8.986300681231204e-06
1939,1.94,433,8900.0,1.0253599495263922e-05
1940,1.94,433,10000.0,1.1520898309296091e-05
1941,1.95,433,100.0,1.1520898309283258e-07
1942,1.95,433,1200.0,1.3825077971121168e-06
1943,1.95,433,2300.0,2.649806611121331e-06
1944,1.95,433,3400.0,3.917105425151724e-06
1945,1.95,433,4500.0,5.184404239178602e-06
1946,1.95,433,5600.0,6.451703053206402e-06
1947,1.95,433,6700.0,7.719001867221552e-06
1948,1.95,433,7800.0,8.986300681253404e-06
1949,1.95,433,8900.0,1.0253599495263588e-05
1950,1.95,433,10000.0,1.1520898309266982e-05
1951,1.96,433,100.0,1.1520898309310352e-07
1952,1.96,433,1200.0,1.3825077971126985e-06
1953,1.96,433,2300.0,2.6498066111359356e-06
1954,1.96,433,3400.0,3.917105425157377e-06
1955,1.96,433,4500.0,5.184404239181927e-06
1956,1.96,433,5600.0,6.4517030531573994e-06
1957,1.96,433,6700.0,7.719001867221813e-06
1958,1.96,433,7800.0,8.986300681262498e-06
1959,1.96,433,8900.0,1.0253599495265204e-05
1960,1.96,433,10000.0,1.1520898309248413e-05
1961,1.97,433,100.0,1.1520898309244679e-07
1962,1.97,433,1200.0,1.3825077971109856e-06
1963,1.97,433,2300.0,2.649806611130446e-06
1964,1.97,433,3400.0,3.917105425157516e-06
1965,1.97,433,4500.0,5.184404239179065e-06
1966,1.97,433,5600.0,6.451703053200008e-06
1967,1.97,433,6700.0,7.71900186722006e-06
1968,1.97,433,7800.0,8.986300681262246e-06
1969,1.97,433,8900.0,1.0253599495277439e-05
1970,1.97,433,10000.0,1.1520898309286808e-05
1971,1.98,433,100.0,1.1520898309286541e-07
1972,1.98,433,1200.0,1.382507797115283e-06
1973,1.98,433,2300.0,2.6498066111359636e-06
1974,1.98,433,3400.0,3.9171054251476165e-06
1975,1.98,433,4500.0,5.184404239178825e-06
1976,1.98,433,5600.0,6.4517030532006125e-06
1977,1.98,433,6700.0,7.719001867215618e-06
1978,1.98,433,7800.0,8.986300681243716e-06
1979,1.98,433,8900.0,1.0253599495292995e-05
1980,1.98,433,10000.0,1.1520898309286272e-05
1981,1.99,433,100.0,1.1520898309249265e-07
1982,1.99,433,1200.0,1.3825077971143222e-06
1983,1.99,433,2300.0,2.64980661113999e-06
1984,1.99,433,3400.0,3.917105425156742e-06
1985,1.99,433,4500.0,5.184404239183537e-06
1986,1.99,433,5600.0,6.45170305319844e-06
1987,1.99,433,6700.0,7.71900186723307e-06
1988,1.99,433,7800.0,8.986300681244382e-06
1989,1.99,433,8900.0,1.0253599495221562e-05
1990,1.99,433,10000.0,1.1520898309269626e-05
1991,2.0,433,100.0,1.1520898309233909e-07
1992,2.0,433,1200.0,1.3825077971143902e-06
1993,2.0,433,2300.0,2.649806611143752e-06
1994,2.0,433,3400.0,3.9171054251598595e-06
1995,2.0,433,4500.0,5.18440423917196e-06
1996,2.0,433,5600.0,6.451703053192581e-06
1997,2.0,433,6700.0,7.719001867222158e-06
1998,2.0,433,7800.0,8.986300681270106e-06
1999,2.0,433,8900.0,1.0253599495278398e-05
2000,2.0,433,10000.0,1.152089830924288e-05
2001,2.01,433,100.0,1.152089830924667e-07
2002,2.01,433,1200.0,1.382507797114416e-06
2003,2.01,433,2300.0,2.6498066111314874e-06
2004,2.01,433,3400.0,3.917105425156148e-06
2005,2.01,433,4500.0,5.184404239177946e-06
2006,2.01,433,5600.0,6.4517030532006125e-06
2007,2.01,433,6700.0,7.719001867222221e-06
2008,2.01,433,7800.0,8.986300681241583e-06
2009,2.01,433,8900.0,1.0253599495265252e-05
2010,2.01,433,10000.0,1.1520898309245993e-05
2011,2.02,433,100.0,1.1520898309286795e-07
2012,2.02,433,1200.0,1.382507797109526e-06
2013,2.02,433,2300.0,2.649806611135212e-06
2014,2.02,433,3400.0,3.917105425135929e-06
2015,2.02,433,4500.0,5.1844042391788354e-06
2016,2.02,433,5600.0,6.4517030532063935e-06
2017,2.02,433,6700.0,7.719001867223019e-06
2018,2.02,433,7800.0,8.986300681213003e-06
2019,2.02,433,8900.0,1.02535994952734e-05
2020,2.02,433,10000.0,1.1520898309262264e-05
2021,2.03,433,100.0,1.1520898309230653e-07
2022,2.03,433,1200.0,1.3825077971093726e-06
2023,2.03,433,2300.0,2.6498066111299734e-06
2024,2.03,433,3400.0,3.917105425161473e-06
2025,2.03,433,4500.0,5.184404239182687e-06
2026,2.03,433,5600.0,6.451703053207447e-06
2027,2.03,433,6700.0,7.71900186721129e-06
2028,2.03,433,7800.0,8.986300681252412e-06
2029,2.03,433,8900.0,1.0253599495265252e-05
2030,2.03,433,10000.0,1.1520898309287313e-05
2031,2.04,433,100.0,1.1520898309284883e-07
2032,2.04,433,1200.0,1.382507797114416e-06
2033,2.04,433,2300.0,2.649806611135141e-06
2034,2.04,433,3400.0,3.917105425160141e-06
2035,2.04,433,4500.0,5.184404239179215e-06
2036,2.04,433,5600.0,6.451703053204515e-06
2037,2.04,433,6700.0,7.719001867220873e-06
2038,2.04,433,7800.0,8.986300681203086e-06
2039,2.04,433,8900.0,1.0253599495264754e-05
2040,2.04,433,10000.0,1.1520898309286748e-05
2041,2.05,433,100.0,1.1520898309286795e-07
2042,2.05,433,1200.0,1.3825077971145107e-06
2043,2.05,433,2300.0,2.649806611142046e-06
2044,2.05,433,3400.0,3.917105425157708e-06
2045,2.05,433,4500.0,5.1844042391661545e-06
2046,2.05,433,5600.0,6.45170305317801e-06
2047,2.05,433,6700.0,7.719001867223544e-06
2048,2.05,433,7800.0,8.98630068123139e-06
2049,2.05,433,8900.0,1.0253599495263044e-05
2050,2.05,433,10000.0,1.1520898309286808e-05
2051,2.06,433,100.0,1.1520898309259199e-07
2052,2.06,433,1200.0,1.382507797115866e-06
2053,2.06,433,2300.0,2.6498066111225512e-06
2054,2.06,433,3400.0,3.917105425166373e-06
2055,2.06,433,4500.0,5.184404239164771e-06
2056,2.06,433,5600.0,6.451703053202166e-06
2057,2.06,433,6700.0,7.71900186721074e-06
2058,2.06,433,7800.0,8.98630068125558e-06
2059,2.06,433,8900.0,1.025359949526247e-05
2060,2.06,433,10000.0,1.1520898309229875e-05
2061,2.07,433,100.0,1.1520898309222423e-07
2062,2.07,433,1200.0,1.3825077971158143e-06
2063,2.07,433,2300.0,2.6498066111357273e-06
2064,2.07,433,3400.0,3.917105425152145e-06
2065,2.07,433,4500.0,5.18440423917867e-06
2066,2.07,433,5600.0,6.451703053199686e-06
2067,2.07,433,6700.0,7.719001867221779e-06
2068,2.07,433,7800.0,8.986300681227958e-06
2069,2.07,433,8900.0,1.0253599495263409e-05
2070,2.07,433,10000.0,1.152089830930258e-05
2071,2.08,433,100.0,1.1520898309209972e-07
2072,2.08,433,1200.0,1.382507797103639e-06
2073,2.08,433,2300.0,2.649806611140901e-06
2074,2.08,433,3400.0,3.9171054251589345e-06
2075,2.08,433,4500.0,5.184404239179065e-06
2076,2.08,433,5600.0,6.4517030532006125e-06
2077,2.08,433,6700.0,7.719001867204855e-06
2078,2.08,433,7800.0,8.986300681244189e-06
2079,2.08,433,8900.0,1.025359949524278e-05
2080,2.08,433,10000.0,1.1520898309253431e-05
2081,2.09,433,100.0,1.1520898309261396e-07
2082,2.09,433,1200.0,1.382507797114416e-06
2083,2.09,433,2300.0,2.6498066111359636e-06
2084,2.09,433,3400.0,3.917105425157516e-06
2085,2.09,433,4500.0,5.184404239179065e-06
2086,2.09,433,5600.0,6.451703053207995e-06
2087,2.09,433,6700.0,7.71900186718068e-06
2088,2.09,433,7800.0,8.986300681233482e-06
2089,2.09,433,8900.0,1.0253599495263534e-05
2090,2.09,433,10000.0,1.1520898309286526e-05
2091,2.1,433,100.0,1.1520898309286795e-07
2092,2.1,433,1200.0,1.382507797114416e-06
2093,2.1,433,2300.0,2.6498066111351805e-06
2094,2.1,433,3400.0,3.9171054251486626e-06
2095,2.1,433,4500.0,5.184404239173661e-06
2096,2.1,433,5600.0,6.451703053200925e-06
2097,2.1,433,6700.0,7.719001867220766e-06
2098,2.1,433,7800.0,8.986300681243533e-06
2099,2.1,433,8900.0,1.0253599495282663e-05
2100,2.1,433,10000.0,1.1520898309289425e-05
2101,2.11,433,100.0,1.1520898309284897e-07
2102,2.11,433,1200.0,1.382507797114416e-06
2103,2.11,433,2300.0,2.6498066111369288e-06
2104,2.11,433,3400.0,3.9171054251396815e-06
2105,2.11,433,4500.0,5.184404239190956e-06
2106,2.11,433,5600.0,6.451703053213448e-06
2107,2.11,433,6700.0,7.719001867222158e-06
2108,2.11,433,7800.0,8.9863006812435e-06
2109,2.11,433,8900.0,1.0253599495216461e-05
2110,2.11,433,10000.0,1.1520898309286526e-05
2111,2.12,433,100.0,1.1520898309294865e-07
2112,2.12,433,1200.0,1.3825077971134617e-06
2113,2.12,433,2300.0,2.649806611132369e-06
2114,2.12,433,3400.0,3.917105425162602e-06
2115,2.12,433,4500.0,5.184404239176014e-06
2116,2.12,433,5600.0,6.45170305321893e-06
2117,2.12,433,6700.0,7.719001867222158e-06
2118,2.12,433,7800.0,8.986300681242911e-06
2119,2.12,433,8900.0,1.025359949527685e-05
2120,2.12,433,10000.0,1.1520898309284194e-05
2121,2.13,433,100.0,1.1520898309248049e-07
2122,2.13,433,1200.0,1.3825077971157328e-06
2123,2.13,433,2300.0,2.649806611135573e-06
2124,2.13,433,3400.0,3.917105425144537e-06
2125,2.13,433,4500.0,5.184404239178195e-06
2126,2.13,433,5600.0,6.4517030531996435e-06
2127,2.13,433,6700.0,7.719001867222324e-06
2128,2.13,433,7800.0,8.98630068124177e-06
2129,2.13,433,8900.0,1.0253599495279008e-05
2130,2.13,433,10000.0,1.1520898309221359e-05
2131,2.14,433,100.0,1.1520898309269806e-07
2132,2.14,433,1200.0,1.382507797117183e-06
2133,2.14,433,2300.0,2.6498066111357616e-06
2134,2.14,433,3400.0,3.917105425157524e-06
2135,2.14,433,4500.0,5.18440423917867e-06
2136,2.14,433,5600.0,6.451703053198693e-06
2137,2.14,433,6700.0,7.719001867221555e-06
2138,2.14,433,7800.0,8.986300681243603e-06
2139,2.14,433,8900.0,1.0253599495274613e-05
2140,2.14,433,10000.0,1.1520898309286526e-05
2141,2.15,433,100.0,1.1520898309286692e-07
2142,2.15,433,1200.0,1.382507797114416e-06
2143,2.15,433,2300.0,2.6498066111357616e-06
2144,2.15,433,3400.0,3.917105425157641e-06
2145,2.15,433,4500.0,5.184404239185914e-06
2146,2.15,433,5600.0,6.451703053202803e-06
2147,2.15,433,6700.0,7.719001867221379e-06
2148,2.15,433,7800.0,8.98630068123127e-06
2149,2.15,433,8900.0,1.0253599495283776e-05
2150,2.15,433,10000.0,1.1520898309286669e-05
2151,2.16,433,100.0,1.1520898309308253e-07
2152,2.16,433,1200.0,1.382507797111631e-06
2153,2.16,433,2300.0,2.64980661113574e-06
2154,2.16,433,3400.0,3.917105425141084e-06
2155,2.16,433,4500.0,5.184404239167744e-06
2156,2.16,433,5600.0,6.451703053200155e-06
2157,2.16,433,6700.0,7.719001867227567e-06
2158,2.16,433,7800.0,8.98630068123152e-06
2159,2.16,433,8900.0,1.0253599495261288e-05
2160,2.16,433,10000.0,1.1520898309286648e-05
2161,2.17,433,100.0,1.1520898309212672e-07
2162,2.17,433,1200.0,1.3825077971076218e-06
2163,2.17,433,2300.0,2.6498066111359005e-06
2164,2.17,433,3400.0,3.917105425167857e-06
2165,2.17,433,4500.0,5.184404239194297e-06
2166,2.17,433,5600.0,6.4517030532006125e-06
2167,2.17,433,6700.0,7.719001867222534e-06
2168,2.17,433,7800.0,8.986300681243718e-06
2169,2.17,433,8900.0,1.0253599495265204e-05
2170,2.17,433,10000.0,1.1520898309285908e-05
2171,2.18,433,100.0,1.1520898309286795e-07
2172,2.18,433,1200.0,1.3825077971104267e-06
2173,2.18,433,2300.0,2.6498066111359636e-06
2174,2.18,433,3400.0,3.9171054251573404e-06
2175,2.18,433,4500.0,5.184404239186354e-06
2176,2.18,433,5600.0,6.4517030531993665e-06
2177,2.18,433,6700.0,7.719001867237874e-06
2178,2.18,433,7800.0,8.986300681243308e-06
2179,2.18,433,8900.0,1.0253599495219019e-05
2180,2.18,433,10000.0,1.1520898309281748e-05
2181,2.19,433,100.0,1.1520898309286795e-07
2182,2.19,433,1200.0,1.3825077971070043e-06
2183,2.19,433,2300.0,2.6498066111161134e-06
2184,2.19,433,3400.0,3.917105425157427e-06
2185,2.19,433,4500.0,5.184404239178825e-06
2186,2.19,433,5600.0,6.4517030532002195e-06
2187,2.19,433,6700.0,7.719001867236792e-06
2188,2.19,433,7800.0,8.986300681239572e-06
2189,2.19,433,8900.0,1.0253599495264782e-05
2190,2.19,433,10000.0,1.1520898309275613e-05
2191,2.2,433,100.0,1.152089830928171e-07
2192,2.2,433,1200.0,1.3825077971025807e-06
2193,2.2,433,2300.0,2.6498066111337215e-06
2194,2.2,433,3400.0,3.917105425163379e-06
2195,2.2,433,4500.0,5.184404239178797e-06
2196,2.2,433,5600.0,6.451703053184051e-06
2197,2.2,433,6700.0,7.719001867215697e-06
2198,2.2,433,7800.0,8.98630068129248e-06
2199,2.2,433,8900.0,1.0253599495265098e-05
2200,2.2,433,10000.0,1.1520898309262212e-05
2201,2.21,433,100.0,1.1520898309286533e-07
2202,2.21,433,1200.0,1.3825077971080633e-06
2203,2.21,433,2300.0,2.649806611141368e-06
2204,2.21,433,3400.0,3.917105425145278e-06
2205,2.21,433,4500.0,5.184404239171895e-06
2206,2.21,433,5600.0,6.451703053217775e-06
2207,2.21,433,6700.0,7.719001867243156e-06
2208,2.21,433,7800.0,8.986300681197875e-06
2209,2.21,433,8900.0,1.025359949526171e-05
2210,2.21,433,10000.0,1.1520898309282967e-05
2211,2.22,433,100.0,1.1520898309247609e-07
2212,2.22,433,1200.0,1.3825077971098074e-06
2213,2.22,433,2300.0,2.6498066111463368e-06
2214,2.22,433,3400.0,3.9171054251627445e-06
2215,2.22,433,4500.0,5.18440423916923e-06
2216,2.22,433,5600.0,6.451703053175573e-06
2217,2.22,433,6700.0,7.719001867208816e-06
2218,2.22,433,7800.0,8.986300681247717e-06
2219,2.22,433,8900.0,1.0253599495255841e-05
2220,2.22,433,10000.0,1.1520898309284477e-05
2221,2.23,433,100.0,1.1520898309283174e-07
2222,2.23,433,1200.0,1.382507797114498e-06
2223,2.23,433,2300.0,2.6498066111358386e-06
2224,2.23,433,3400.0,3.917105425157516e-06
2225,2.23,433,4500.0,5.184404239178368e-06
2226,2.23,433,5600.0,6.451703053200092e-06
2227,2.23,433,6700.0,7.719001867232465e-06
2228,2.23,433,7800.0,8.98630068125117e-06
2229,2.23,433,8900.0,1.0253599495250298e-05
2230,2.23,433,10000.0,1.1520898309286249e-05
2231,2.24,433,100.0,1.1520898309217415e-07
2232,2.24,433,1200.0,1.3825077971079864e-06
2233,2.24,433,2300.0,2.649806611135864e-06
2234,2.24,433,3400.0,3.9171054251574065e-06
2235,2.24,433,4500.0,5.1844042391651965e-06
2236,2.24,433,5600.0,6.451703053187386e-06
2237,2.24,433,6700.0,7.719001867233143e-06
2238,2.24,433,7800.0,8.986300681243753e-06
